  06 04 14    220   0   0  -8 -14 -21 -48 -70 -77 -82 -82 -98 -78 -75 -75 -72 -69 -78 -81 -77 -68 -69 -74 -73 -61 -51 -63
  06 04 15    220   0 -47 -48 -55 -52 -48 -44 -43 -40 -39 -47 -39 -43 -45 -41 -46 -51 -52 -55 -51 -49 -52 -54 -55 -53 -48
  06 04 16    220   0 -49 -47 -47 -46 -44 -43 -43 -41 -41 -34 -33 -30 -31 -33 -34 -39 -39 -37 -35 -33 -34 -36 -34 -32 -38
  06 04 17    220   0 -27 -26 -30 -32 -35 -37 -34 -29 -25 -24 -24 -23 -21 -21 -23 -25 -24 -20 -17 -13 -15 -22 -27 -29 -25
  06 04 18    220   0 -35 -37 -38 -34 -35 -35 -34 -32 -29 -27 -26 -25 -25 -26 -27 -27 -25 -23 -22 -22 -21 -23 -20 -20 -28
  06 04 19    220   0 -23 -25 -22 -23 -23 -24 -22 -19 -18 -17 -18 -15 -12 -13 -17 -19 -18 -19 -20 -18 -14  -9  -6  -4 -17
  06 04 20    220   0  -5  -8 -10  -8  -7  -9  -7  -5  -7  -4  -1  -1  -4 -12 -18 -20 -20 -15 -12 -10  -7  -5  -5  -4  -9
  06 04 21    220   0  -3  -4  -4  -7  -9  -8  -6  -5  -7  -2   7   9   8   6   2   3  -4  -7  -5  -5  -2  -5  -6  -1  -2
  06 04 22    220   0   0 -10 -27 -45 -43 -35 -32 -34 -26 -23 -19 -32 -31 -29 -29 -32 -34 -34 -33 -31 -29 -26 -23 -18 -28
  06 04 23    220   0 -14 -14 -17 -22 -22 -25 -26 -30 -26 -20 -17 -13 -14 -15 -17 -21 -20 -19 -16 -15 -15 -16 -14 -15 -18
  06 04 24    220   0 -13 -16 -20 -23 -26 -27 -27 -25 -21 -17 -12  -9  -8 -11 -13 -16 -14 -13 -12 -11 -10 -10 -12 -16 -16
  06 04 25    220   0 -20 -18 -16 -16 -18 -17 -15 -12 -10  -7  -8  -8  -7  -7  -9 -11 -12 -11 -10 -13 -13 -11 -10  -7 -12
